,product_name,price_in_rupees,availability,link
103,"Cadbury Dairy Milk Chocolate Home Treats, 126g - Pack of 3 Bars  (3 x 126 g)",357,available,https://flipkart.com/cadbury-dairy-milk-chocolate-home-treats-126g-pack-3-bars/p/itmd804c55f0b29c?pid=CHCFPHDWSRJP7HND&lid=LSTCHCFPHDWSRJP7HNDNEK5M5&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_30&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCFPHDWSRJP7HND.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
104,"Cadbury Dairy Milk Silk Mousse Chocolate Bar,116g-Pack of 3 Bars  (3 x 116 g)",493,available,https://flipkart.com/cadbury-dairy-milk-silk-mousse-chocolate-bar-116g-pack-3-bars/p/itm4d12fa111c617?pid=CHCFYZFDGTHDTV77&lid=LSTCHCFYZFDGTHDTV77BTTYWI&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_31&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCFYZFDGTHDTV77.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
105,Cadbury Temptations Almond Treat Chocolate Bars  (72 g),88,available,https://flipkart.com/cadbury-temptations-almond-treat-chocolate-bars/p/itmewxehq39pyxmw?pid=CHCEWXEHYE2WDURK&lid=LSTCHCEWXEHYE2WDURKKA1TWF&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_32&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCEWXEHYE2WDURK.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
106,Cadbury Gems 7.9 Gm (Pack of 84) Crackles  (84 x 7.89 g),420,available,https://flipkart.com/cadbury-gems-7-9-gm-pack-84-crackles/p/itm5b924eb2b18b1?pid=CHCGFH89PDQFVS29&lid=LSTCHCGFH89PDQFVS29C39YSS&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_33&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCGFH89PDQFVS29.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
107,Cadbury Dairy Milk Crackle Chocolate Bars  (10 x 36 g),419,available,https://flipkart.com/cadbury-dairy-milk-crackle-chocolate-bars/p/itmewxehzdpuauza?pid=CHCF3JY2VEDCX8PN&lid=LSTCHCF3JY2VEDCX8PNJIT499&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_34&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCF3JY2VEDCX8PN.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
108,Cadbury Dairy Milk Silk Oreo Red Velvet Chocolate Bars  (130 g),153,available,https://flipkart.com/cadbury-dairy-milk-silk-oreo-red-velvet-chocolate-bars/p/itmfgzgfmckt6hgh?pid=CHCFGZGFQZ34F6GQ&lid=LSTCHCFGZGFQZ34F6GQH1W7RZ&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_35&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCFGZGFQZ34F6GQ.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
109,"Cadbury Dairy Milk Silk Chocolate Bar, 60 gm - Pack of 6 Bars  (6 x 60 g)",420,available,https://flipkart.com/cadbury-dairy-milk-silk-chocolate-bar-60-gm-pack-6-bars/p/itma2190083c3f33?pid=CHCFFVPEKQQN747T&lid=LSTCHCFFVPEKQQN747TTUBHUW&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_36&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCFFVPEKQQN747T.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
110,Cadbury Bournvita Inner strength formula  (1 kg),330,available,https://flipkart.com/cadbury-bournvita-inner-strength-formula/p/itmfcs7y9swuk29p?pid=MDMFYFXPHYTN6ZJA&lid=LSTMDMFYFXPHYTN6ZJAWJUQPF&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_37&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.MDMFYFXPHYTN6ZJA.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
111,"Cadbury Bournvita Health Drink Nutrition Drink  (500 g, Chocolate Flavored)",194,available,https://flipkart.com/cadbury-bournvita-health-drink-nutrition/p/itmfhf8pfdw8gxb5?pid=ESRFCTFK9ZBX9JE5&lid=LSTESRFCTFK9ZBX9JE5AAVLCL&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_38&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.ESRFCTFK9ZBX9JE5.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
112,"Cadbury Bournvita 5 Star Magic Health Nutrition Drink  (500 g, Chocolate Flavored)",235,available,https://flipkart.com/cadbury-bournvita-5-star-magic-health-nutrition-drink/p/itmfd4gzcjqck23x?pid=ESRFD4GZZVZFXXFZ&lid=LSTESRFD4GZZVZFXXFZHUK9SC&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_39&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.ESRFD4GZZVZFXXFZ.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
113,Cadbury Shots 208.8g (Pack of 5) Truffles  (5 x 208.8 g),560,available,https://flipkart.com/cadbury-shots-208-8g-pack-5-truffles/p/itm724a165aaf5e7?pid=CHCG3HS6VJUWP863&lid=LSTCHCG3HS6VJUWP8633KHCBO&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_40&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCG3HS6VJUWP863.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
114,Vu Premium 108 cm (43 inch) Full HD LED Smart Android TV  (43US),24999,available,https://flipkart.com/vu-premium-108-cm-43-inch-full-hd-led-smart-android-tv/p/itmcdec1be66fe17?pid=TVSFZGK7BT8RCGUQ&lid=LSTTVSFZGK7BT8RCGUQ5LRPZU&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_1&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFZGK7BT8RCGUQ.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
115,Vu Premium 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV  (43PM),30999,available,https://flipkart.com/vu-premium-108-cm-43-inch-ultra-hd-4k-led-smart-android-tv/p/itm20f01d180b1f3?pid=TVSFPENZWHAAVD7Z&lid=LSTTVSFPENZWHAAVD7ZHAI4UF&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_2&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFPENZWHAAVD7Z.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
116,Vu Premium 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV  (50PM),36999,available,https://flipkart.com/vu-premium-126-cm-50-inch-ultra-hd-4k-led-smart-android-tv/p/itm4f13ca85bb598?pid=TVSFPENZ3SZHXXZA&lid=LSTTVSFPENZ3SZHXXZAX81MEA&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_3&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFPENZ3SZHXXZA.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
117,Vu Premium 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55PM),43999,available,https://flipkart.com/vu-premium-139-cm-55-inch-ultra-hd-4k-led-smart-android-tv/p/itm15edd0f5f73f4?pid=TVSFPENZUMTBQAHG&lid=LSTTVSFPENZUMTBQAHGKKIHQX&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_4&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFPENZUMTBQAHG.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
118,Vu Premium 80 cm (32 inch) HD Ready LED Smart Android TV  (32US),14999,available,https://flipkart.com/vu-premium-80-cm-32-inch-hd-ready-led-smart-android-tv/p/itm83652f324d15e?pid=TVSFZGK7HGHHGYGH&lid=LSTTVSFZGK7HGHHGYGH0BSTF5&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_5&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFZGK7HGHHGYGH.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
119,Vu 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV  (43CA),32999,available,https://flipkart.com/vu-108-cm-43-inch-ultra-hd-4k-led-smart-android-tv/p/itmd98cbdb233ae6?pid=TVSFZARWGJSCH2YH&lid=LSTTVSFZARWGJSCH2YHXJQ0PY&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&spotlightTagId=TrendingId_ckf%2Fczl&srno=s_1_6&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFZARWGJSCH2YH.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
120,Vu Cinema TV Action Series 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV with Sound by JBL  (65LX),68499,available,https://flipkart.com/vu-cinema-tv-action-series-164-cm-65-inch-ultra-hd-4k-led-smart-android-sound-jbl/p/itm021164ffd7d49?pid=TVSFXQYGTMPGQZYX&lid=LSTTVSFXQYGTMPGQZYX7OPPKG&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_7&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFXQYGTMPGQZYX.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
121,Vu Cinema TV Action Series 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Sound by JBL  (55LX),49999,available,https://flipkart.com/vu-cinema-tv-action-series-139-cm-55-inch-ultra-hd-4k-led-smart-android-sound-jbl/p/itmc122174ee1ed5?pid=TVSFXQYGRHDBCYGF&lid=LSTTVSFXQYGRHDBCYGFXUVRLT&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_8&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFXQYGRHDBCYGF.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
122,Vu Premium 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV  (65PM),62999,available,https://flipkart.com/vu-premium-164-cm-65-inch-ultra-hd-4k-led-smart-android-tv/p/itm44d6b5f4037ad?pid=TVSFRQ63MFHRWHJS&lid=LSTTVSFRQ63MFHRWHJSO7DXHV&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_9&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFRQ63MFHRWHJS.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
123,Vu Masterpiece 215 cm (85 inch) QLED Ultra HD (4K) Smart Android TV  (85QPX),279999,available,https://flipkart.com/vu-masterpiece-215-cm-85-inch-qled-ultra-hd-4k-smart-android-tv/p/itm39b7ac9f8217c?pid=TVSFX5Q9FDGHGZ5W&lid=LSTTVSFX5Q9FDGHGZ5WKFSSNQ&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_10&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFX5Q9FDGHGZ5W.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
124,Vu 108 cm (43 inch) Full HD LED Smart Android TV  (43GA),25999,available,https://flipkart.com/vu-108-cm-43-inch-full-hd-led-smart-android-tv/p/itm31e4b9841db46?pid=TVSFRSGYAQNRPKDJ&lid=LSTTVSFRSGYAQNRPKDJJYICDQ&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_11&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFRSGYAQNRPKDJ.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
125,Vu 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV  (55UT),45940,available,https://flipkart.com/vu-139-cm-55-inch-ultra-hd-4k-led-smart-android-tv/p/itm86370177922c2?pid=TVSFSNJVKGTFQHPU&lid=LSTTVSFSNJVKGTFQHPUHVMXNG&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_12&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFSNJVKGTFQHPU.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
126,Vu Pixelight 189 cm (75 inch) Ultra HD (4K) LED Smart TV  (75QDV),84999,available,https://flipkart.com/vu-pixelight-189-cm-75-inch-ultra-hd-4k-led-smart-tv/p/itm67ec0469d53f0?pid=TVSFSCJ7FBGDQGZF&lid=LSTTVSFSCJ7FBGDQGZFKGOKIY&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_13&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFSCJ7FBGDQGZF.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
127,Vu Pixelight 163 cm (65 inch) Ultra HD (4K) LED Smart TV  (LTDN65XT800XWAU3D Ver: 2017),116000,not available,https://flipkart.com/vu-pixelight-163-cm-65-inch-ultra-hd-4k-led-smart-tv/p/itmevacqragzbdfh?pid=TVSEVACQ8NVSRRAT&lid=LSTTVSEVACQ8NVSRRATOP5RJ5&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_14&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSEVACQ8NVSRRAT.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
128,Vu 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV  (43UT),30999,not available,https://flipkart.com/vu-108-cm-43-inch-ultra-hd-4k-led-smart-android-tv/p/itm145737828bab3?pid=TVSFSNJVZEVWUSCU&lid=LSTTVSFSNJVZEVWUSCUO2HB2J&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_15&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFSNJVZEVWUSCU.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
129,Vu Pixelight 126 cm (50 inch) Ultra HD (4K) LED Smart TV with cricket mode  (50-QDV),26360,not available,https://flipkart.com/vu-pixelight-126-cm-50-inch-ultra-hd-4k-led-smart-tv-cricket-mode/p/itmfey7hwzbrhepw?pid=TVSFHFVZHJ3KB897&lid=LSTTVSFHFVZHJ3KB897ULBISQ&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_16&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFHFVZHJ3KB897.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
130,Vu 80 cm (32 inch) HD Ready LED TV  (32GVPL),9999,not available,https://flipkart.com/vu-80-cm-32-inch-hd-ready-led-tv/p/itm54f7e81447e79?pid=TVSFN2JV4HKHJ2EH&lid=LSTTVSFN2JV4HKHJ2EHW3WKTV&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_17&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFN2JV4HKHJ2EH.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
131,Vu Pixelight 108 cm (43 inch) Ultra HD (4K) LED Smart TV  (43px),23999,not available,https://flipkart.com/vu-pixelight-108-cm-43-inch-ultra-hd-4k-led-smart-tv/p/itmfhczyzvkt5cn7?pid=TVSFHCZYDPUPHBD5&lid=LSTTVSFHCZYDPUPHBD50PNAUG&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_18&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFHCZYDPUPHBD5.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
132,Vu 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV  (50UT),37900,not available,https://flipkart.com/vu-126-cm-50-inch-ultra-hd-4k-led-smart-android-tv/p/itma169628942fd1?pid=TVSFSNJVRZFHCHDQ&lid=LSTTVSFSNJVRZFHCHDQMJ4MD7&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_19&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFSNJVRZFHCHDQ.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
133,Vu Premium Android 138 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Cricket Mode  (55-OA),36999,not available,https://flipkart.com/vu-premium-android-138-cm-55-inch-ultra-hd-4k-led-smart-tv-cricket-mode/p/itmfdv7azftbhjrr?pid=TVSFHJMBGCM9SZMM&lid=LSTTVSFHJMBGCM9SZMMXHKEYQ&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_20&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFHJMBGCM9SZMM.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
134,Vu 80 cm (32 inch) HD Ready LED TV with FM Radio  (32BFM),7670,not available,https://flipkart.com/vu-80-cm-32-inch-hd-ready-led-tv-fm-radio/p/itm0a0d5a7f22c8b?pid=TVSFJY52HBCVBN5D&lid=LSTTVSFJY52HBCVBN5DR9RHSK&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_21&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFJY52HBCVBN5D.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
135,Vu Pixelight 126 cm (50 inch) Ultra HD (4K) LED Smart TV  (50-QDV/50-QDV -V1),27999,not available,https://flipkart.com/vu-pixelight-126-cm-50-inch-ultra-hd-4k-led-smart-tv/p/itmfey7hwzbrhepw?pid=TVSFEY7HBSHTFMVD&lid=LSTTVSFEY7HBSHTFMVDZQJADH&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_22&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFEY7HBSHTFMVD.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
136,Vu Premium Android 163cm (65 inch) Ultra HD (4K) LED Smart TV  (65-OA),58704,not available,https://flipkart.com/vu-premium-android-163cm-65-inch-ultra-hd-4k-led-smart-tv/p/itmfdv7ag9wgfgmd?pid=TVSFDV7A8SKZEBUZ&lid=LSTTVSFDV7A8SKZEBUZ1O5J9D&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_23&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFDV7A8SKZEBUZ.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
137,Vu 100 cm (40 inch) Full HD LED Smart TV  (40PL),16999,not available,https://flipkart.com/vu-100-cm-40-inch-full-hd-led-smart-tv/p/itmfhcsshfwmru2b?pid=TVSFHCSSVZ4FPBXN&lid=LSTTVSFHCSSVZ4FPBXNOM2KMK&marketplace=FLIPKART&q=Vu&store=ckf%2Fczl&srno=s_1_24&otracker=search&fm=organic&iid=5f11bb6d-18c8-4c82-9ef6-917f7d3d452d.TVSFHCSSVZ4FPBXN.SEARCH&ppt=None&ppn=None&ssid=j6cxea6t740000001626270454253&qH=7c87b7e19d52cd86
